deferment	adjournment
alimentation	tpn
alimentation	hyperalimentation
volgaic	mordva
volgaic	mordvin
volgaic	mordvinian
volgaic	cheremis
volgaic	cheremiss
volgaic	mari
ill-usage	persecution
ill-usage	cruelty
marcher	pivot
marcher	wheeler
marcher	fusilier
marcher	musketeer
marcher	grenadier
marcher	doughboy
workforce	complement
boiler	teakettle
striving	jihad
striving	jehad
advertizement	mailer
advertizement	commercial
advertizement	preview
advertizement	prevue
advertizement	trailer
advertizement	teaser
advertizement	circular
advertizement	handbill
advertizement	bill
advertizement	broadside
advertizement	broadsheet
advertizement	flier
advertizement	flyer
advertizement	throwaway
advertizement	advertorial
smallness	dwarfishness
smallness	delicacy
smallness	slightness
smallness	diminutiveness
smallness	minuteness
smallness	petiteness
smallness	tininess
smallness	weeness
smallness	puniness
smallness	runtiness
smallness	stuntedness
smallness	grain
noblewoman	marchioness
noblewoman	marquise
noblewoman	baroness
noblewoman	countess
noblewoman	duchess
noblewoman	milady
noblewoman	lady-in-waiting
academic	professor
academic	prof
stillness	stationariness
stillness	immobility
stillness	fixedness
benignity	forgiveness
benignity	pardon
benignity	benevolence
benignity	benefaction
benignity	consideration
benignity	thoughtfulness
benignity	endearment
benignity	favor
benignity	favour
gigolo	lizard
haberdashery	slopshop
lexicologist	neologist
lexicologist	etymologist
lexicologist	synonymist
ham	prosciutto
insubordination	contumacy
insubordination	disobedience
insubordination	noncompliance
watercolour	gouache
watercolour	wash
hag	eptatretus
match	fusee
match	fuzee
match	quarterfinal
match	semifinal
match	semi
match	cockfight
match	final
match	diving
match	townsman
match	stand-in
match	substitute
match	relief
match	reliever
match	backup
match	fill-in
match	successor
match	replacement
match	associate
match	contemporary
match	coeval
match	gangsta
match	dink
hat	stovepipe
hat	topper
hat	beaver
hat	bonnet
hat	fedora
hat	homburg
hat	stetson
hat	trilby
hat	tyrolean
hat	tirolean
hat	titfer
hat	millinery
hat	toque
hat	sunhat
hat	sombrero
hat	bearskin
hat	busby
hat	shako
hat	deerstalker
hat	bowler
hat	derby
hat	sou'wester
hat	boater
hat	leghorn
hat	panama
hat	sailor
hat	skimmer
haw	mayhaw
haw	whitethorn
haw	may
haw	blackthorn
confection	confiture
confection	gum
confection	candy
confection	confect
confection	comfit
confection	confectionery
confection	hardbake
confection	nonpareil
confection	sweetmeat
confection	center
confection	centre
confection	maraschino
compaction	grind
compaction	mill
compaction	pulverization
compaction	pulverisation
shadow	penumbra
shadow	umbra
shadow	ghost
shadow	shade
shadow	spook
shadow	wraith
shadow	specter
shadow	spectre
shadow	ufo
shadow	footprint
riskiness	speculativeness
studiousness	bookishness
effusion	explosion
effusion	flare
effusion	cry
attorney	conveyancer
attorney	barrister
attorney	advocate
attorney	counsel
attorney	counselor
attorney	counsellor
attorney	counselor-at-law
attorney	pleader
attorney	solicitor
attorney	referee
attorney	prosecutor
crowd	mob
crowd	rabble
crowd	rout
crowd	huddle
crowd	drove
crowd	horde
crowd	swarm
crowd	phalanx
crowd	crush
crowd	jam
crowd	press
crowd	troop
crowd	flock
crowd	army
scathe	impairment
scathe	defloration
scathe	wound
scathe	wounding
scathe	defacement
scathe	disfigurement
scathe	disfiguration
scathe	burn
crown	coronet
crown	capitulum
crown	hilltop
crown	brow
crown	pinnacle
crown	tonsure
deflection	refractivity
deflection	refractiveness
deflection	windage
captive	convict
captive	con
captive	inmate
captive	yardbird
captive	internee
captive	pow
captive	detainee
captive	hostage
captive	surety
fiduciary	administrator
fiduciary	conservator
fiduciary	liquidator
fiduciary	receiver
fiduciary	executor
fiduciary	steward
fiduciary	trustee
eudaimonia	health
eudaimonia	wellness
bottom	sole
bottom	base
bottom	bilge
bottom	heel
bottom	underbelly
bottom	foot
bottom	seabed
bottom	riverbed
bottom	streambed
monogamy	monogyny
unusefulness	impracticability
unusefulness	impracticableness
unusefulness	impracticality
unusefulness	futility
unusefulness	worthlessness
restlessness	impatience
restlessness	jactitation
restlessness	jactation
infraction	sedition
infraction	perjury
fabric	leatherette
fabric	canopy
fabric	stammel
fabric	satinet
fabric	satinette
fabric	camlet
fabric	moleskin
fabric	knit
fabric	waterproof
fabric	linen
fabric	viyella
fabric	broadcloth
fabric	shantung
fabric	tapestry
fabric	tapis
fabric	muslin
fabric	diaper
fabric	duck
fabric	tweed
fabric	wash-and-wear
fabric	tammy
fabric	duffel
fabric	duffle
fabric	toweling
fabric	towelling
fabric	velveteen
fabric	flannel
fabric	velcro
fabric	baize
fabric	mackinaw
fabric	cobweb
fabric	scrim
fabric	chiffon
fabric	webbing
fabric	fleece
fabric	crinoline
fabric	velour
fabric	velours
fabric	chintz
fabric	sateen
fabric	dimity
fabric	linsey-woolsey
fabric	aba
fabric	mackintosh
fabric	macintosh
fabric	haircloth
fabric	hair
fabric	lisle
fabric	cambric
fabric	rayon
fabric	moreen
fabric	silesia
fabric	jacquard
fabric	yoke
fabric	canvas
fabric	canvass
fabric	quilting
fabric	sackcloth
fabric	sailcloth
fabric	lace
fabric	oilcloth
fabric	rep
fabric	repp
fabric	wool
fabric	woolen
fabric	woollen
fabric	cerecloth
fabric	pique
fabric	batiste
fabric	silk
fabric	poplin
fabric	alpaca
fabric	damask
fabric	flannelette
fabric	aertex
fabric	chenille
fabric	jaconet
fabric	satin
fabric	plush
fabric	lame
fabric	denim
fabric	dungaree
fabric	jean
fabric	etamine
fabric	etamin
fabric	felt
fabric	twill
fabric	khaki
fabric	print
fabric	shag
fabric	tapa
fabric	tappa
fabric	camouflage
fabric	camo
fabric	hopsacking
fabric	hopsack
fabric	serge
fabric	faille
fabric	buckram
fabric	gingham
fabric	brocade
fabric	herringbone
fabric	belting
fabric	bombazine
fabric	lint
fabric	velvet
fabric	moire
fabric	watered-silk
fabric	pongee
fabric	polyester
fabric	sheeting
fabric	fustian
fabric	doeskin
fabric	taffeta
fabric	spandex
fabric	acrylic
fabric	suiting
fabric	wincey
fabric	sacking
fabric	bagging
fabric	vicuna
fabric	batik
fabric	madras
fabric	seersucker
fabric	grosgrain
fabric	whipcord
fabric	ninon
fabric	calico
fabric	percale
fabric	suede
fabric	mohair
fabric	pepper-and-salt
fabric	cord
fabric	corduroy
fabric	shirting
fabric	crepe
fabric	crape
fabric	shirttail
fabric	samite
fabric	grogram
fabric	frieze
fabric	sharkskin
fabric	terry
fabric	terrycloth
fabric	tartan
fabric	plaid
fabric	diamante
fabric	chambray
fabric	drapery
fabric	nylon
fabric	chino
fabric	paisley
fabric	voile
fabric	organza
fabric	challis
fabric	cotton
fabric	worsted
fabric	georgette
fabric	panting
fabric	trousering
fabric	camelhair
fabric	coating
fabric	foulard
fabric	metallic
fabric	cashmere
fabric	motley
fabric	marseille
fabric	elastic
fabric	gabardine
fabric	screening
fabric	fiber
fabric	fibre
fabric	cretonne
fabric	moquette
fabric	ticking
fabric	net
fabric	network
fabric	mesh
fabric	meshing
fabric	meshwork
fabric	web
fabric	khadi
fabric	khaddar
fabric	nankeen
fabric	boucle
fabric	pinstripe
fabric	horsehair
fabric	bunting
fabric	homespun
lining	refractory
lining	bushing
lining	facing
lining	babbitting
altitude	ceiling
altitude	level
impracticability	infeasibility
impracticability	unfeasibility
grasping	clasp
grasping	clench
grasping	clutch
grasping	clutches
grasping	grasp
grasping	grip
grasping	hold
greatness	enormity
incumbrance	fardel
incumbrance	imposition
incumbrance	pill
incumbrance	clog
tamp	stemmer
physiatrics	rehabilitation
overgarment	snowsuit
overgarment	coat
overgarment	izar
overgarment	aba
overgarment	cloak
ratite	rhea
ratite	ostrich
ratite	kiwi
ratite	apteryx
ratite	emu
ratite	nandu
ratite	cassowary
ratite	aepyornis
ratite	moa
safeguard	security
safeguard	backstop
smasher	blockbuster
smasher	megahit
smasher	sleeper
duet	doubleton
disgrace	reproach
disgrace	humiliation
disgrace	odium
disgrace	obloquy
disgrace	opprobrium
minah	grackle
turko-tatar	kazak
turko-tatar	kazakh
turko-tatar	uzbek
turko-tatar	uzbeg
turko-tatar	uzbak
turko-tatar	usbek
turko-tatar	usbeg
turko-tatar	uighur
turko-tatar	uigur
turko-tatar	uygur
turko-tatar	azerbaijani
turko-tatar	tatar
turko-tatar	karakalpak
turko-tatar	yakut
turko-tatar	turkmen
turko-tatar	turkoman
turko-tatar	turcoman
turko-tatar	kirghiz
turko-tatar	kirgiz
turko-tatar	khirghiz
turko-tatar	turkish
turko-tatar	chuvash
turko-tatar	chagatai
turko-tatar	jagatai
turko-tatar	jaghatai
signification	point
signification	intension
signification	connotation
signification	effect
signification	essence
signification	burden
signification	core
signification	gist
signification	symbolization
signification	symbolisation
signification	overtone
signification	moral
signification	lesson
signification	referent
signification	sense
signification	signified
signification	intent
signification	purport
signification	spirit
signification	nuance
signification	nicety
signification	shade
signification	subtlety
signification	refinement
ornithischian	ornithopod
ornithischian	staurikosaur
ornithischian	staurikosaurus
ornithischian	pisanosaur
ornithischian	pisanosaurus
ornithischian	hadrosaur
ornithischian	hadrosaurus
ornithischian	ceratopsian
role	hat
role	capacity
role	portfolio
role	stead
role	position
role	place
role	lieu
role	heroine
role	ingenue
role	hero
role	villain
role	baddie
role	heavy
roll	wallow
roll	death-roll
roll	rota
roll	card
roll	lineup
roll	calyx
roll	corolla
roll	verticil
roll	croissant
roll	bagel
roll	beigel
roll	brioche
roll	megillah
roll	torah
roll	rouleau
roll	bolt
roll	natural
cab	minicab
ointment	cerate
ointment	arnica
ointment	chrism
ointment	chrisom
ointment	balsam
ointment	coldcream
ointment	sunscreen
ointment	sunblock
ointment	lanolin
ointment	nard
ointment	spikenard
intent	mind
intent	idea
intent	will
intent	view
intent	cross-purpose
intent	sake
ornateness	flourish
ornateness	bombast
ornateness	fustian
ornateness	rant
ornateness	claptrap
ornateness	blah
ornateness	flamboyance
ornateness	floridness
ornateness	floridity
ornateness	showiness
ornateness	fussiness
smelling	sniff
smelling	snuff
variable	argument
variable	scalar
variable	tensor
variable	correlate
variable	correlative
variable	vector
variable	infinitesimal
variable	variate
variable	variant
variable	placeholder
variable	unknown
transporter	carousel
transporter	carrousel
vastness	enormity
gown	formal
gown	mantua
gown	vestment
chain	catena
chain	ring
chain	fob
chain	chatelaine
machination	priestcraft
ingroup	junta
ingroup	loop
ingroup	cabal
ingroup	faction
ingroup	junto
ingroup	camarilla
ingroup	bohemia
ingroup	galere
ingroup	sect
ingroup	mafia
ingroup	maffia
chair	highchair
chair	chaise
chair	daybed
chair	ladder-back
chair	rocker
chair	armchair
chair	wheelchair
grappler	middleweight
grappler	welterweight
grappler	featherweight
grappler	flyweight
grappler	lightweight
grappler	bantamweight
grappler	heavyweight
grappler	crampon
grappler	crampoon
crater	maar
crater	caldera
crater	collector
copse	underbrush
copse	undergrowth
copse	underwood
copse	spinney
copse	canebrake
copse	brake
oversight	invigilation
jerk	schmuck
jerk	shmuck
jerk	schmo
jerk	shmo
jerk	biltong
ameba	endameba
choice	pleasure
choice	way
choice	favorite
choice	favourite
choice	election
choice	casting
choice	sampling
choice	coloration
choice	colouration
choice	decision
choice	determination
choice	conclusion
choice	volition
choice	willing
choice	vote
choice	ballot
choice	voting
choice	balloting
choice	impossibility
choice	possibility
choice	opening
choice	preference
choice	druthers
choice	default
choice	obverse
knapsack	kitbag
stays	stop
stays	stopover
stays	layover
stays	sojourn
stays	visit
stays	logjam
stays	countercheck
stays	forestay
stays	backstay
minute	flash
minute	heartbeat
minute	instant
minute	jiffy
minute	trice
minute	twinkling
minute	wink
minute	time
minute	pinpoint
minute	climax
minute	culmination
cooky	teacake
cooky	oreo
cooky	gingersnap
cooky	snap
cooky	wafer
cooky	brownie
cooky	macaroon
cooky	ladyfinger
cooky	kiss
skewer	spit
gnawer	murine
gnawer	marmot
gnawer	mara
gnawer	wood-rat
gnawer	gerbil
gnawer	gerbille
gnawer	beaver
gnawer	capybara
gnawer	capibara
gnawer	chinchilla
gnawer	lemming
gnawer	abrocome
gnawer	porcupine
gnawer	hedgehog
gnawer	agouti
gnawer	sewellel
gnawer	viscacha
gnawer	chinchillon
gnawer	muskrat
gnawer	musquash
gnawer	cavy
gnawer	hamster
gnawer	dormouse
gnawer	squirrel
gnawer	jerboa
gnawer	rat
gnawer	paca
gnawer	mouse
gnawer	coypu
gnawer	nutria
roundworm	kerion
roundworm	eelworm
roundworm	wheatworm
roundworm	pinworm
roundworm	threadworm
roundworm	hookworm
roundworm	filaria
roundworm	trichina
bagging	burlap
bagging	gunny
bakeshop	patisserie
geography	physiography
geography	topography
gnat	punkie
gnat	punky
gnat	punkey
gnat	no-see-um
gnat	blackfly
gnat	midge
gnat	psychodid
gnat	sandfly
honour	glory
honour	glorification
honour	repute
honour	reputation
honour	esteem
honour	regard
honour	respect
honour	fame
honour	celebrity
honour	renown
honour	emmy
honour	citation
honour	commendation
honour	trophy
honour	decoration
honour	medal
honour	medallion
honour	palm
honour	ribbon
honour	pennant
honour	crown
honour	cachet
honour	seal
honour	aliyah
honour	prize
honour	mention
honour	letter
honour	oscar
honour	degree
candidiasis	thrush
address	argument
address	parameter
address	url
address	residence
address	abode
address	impromptu
address	litany
address	sermon
address	discourse
address	preaching
address	inaugural
address	oratory
address	colloquium
address	speechmaking
address	speaking
address	dithyramb
address	lecture
address	talk
address	allocution
plunger	hedger
plunger	operator
plunger	scalper
example	exception
example	specimen
example	sample
example	precedent
example	quintessence
example	apology
example	excuse
example	prototype
example	paradigm
example	epitome
example	image
example	original
example	archetype
example	pilot
example	template
example	templet
example	guide
example	microcosm
example	lodestar
example	loadstar
example	prefiguration
example	holotype
example	prodigy
example	pattern
example	beauty
example	beaut
example	pacesetter
example	pacemaker
example	time
example	clip
example	humiliation
example	mortification
example	piece
example	bit
queue	breadline
proclamation	promulgation
proclamation	edict
jerkiness	spasticity
grandness	emphasis
grandness	accent
grandness	primacy
grandness	enormity
grandness	eclat
grandness	expansiveness
grandness	expansivity
grandness	stateliness
grandness	majesty
grandness	loftiness
raise	uphill
raise	doubling
raise	double
texture	nap
texture	smoothness
texture	roughness
texture	raggedness
texture	marbleization
texture	marbleisation
texture	marbleizing
texture	marbleising
texture	grain
neology	blend
